Entry	Reviewed	Protein names	Gene Names	Organism	Length	InterPro	Pfam	Domain [CC]	Domain [FT]	Region
A5U818	unreviewed	PE-PGRS family protein	MRA_3385	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	1538	IPR000084;IPR048996;IPR038332;	PF00934;PF21526;		DOMAIN 5..95; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	REGION 413..507; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 551..590; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 718..859; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 883..973; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1108..1135; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1159..1199; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1235..1256; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1297..1385; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1399..1457; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U819	unreviewed	DUF3017 domain-containing protein	MRA_3386	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	85	IPR021385;	PF11222;			
A5U820	unreviewed	PPE family protein	MRA_3387	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	3145	IPR002989;IPR000030;IPR038332;	PF01469;PF00823;		DOMAIN 2..154; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	
A5U821	unreviewed	Transposase	MRA_3388 MRA_3884	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	163	IPR002525;IPR047650;	PF01548;		DOMAIN 14..160; /note="Transposase IS110-like N-terminal"; /evidence="ECO:0000259|Pfam:PF01548"	
A5U822	unreviewed	Transposase	MRA_3389	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	246	IPR002560;	PF01610;		DOMAIN 2..112; /note="Transposase IS204/IS1001/IS1096/IS1165 DDE"; /evidence="ECO:0000259|Pfam:PF01610"	REGION 132..164; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U823	unreviewed	PPE family protein	MRA_3390	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	3674	IPR002989;IPR000030;IPR038332;	PF01469;PF00823;		DOMAIN 2..124; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	
A5U824	unreviewed	PPE family protein	MRA_3391	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	102	IPR000030;IPR038332;	PF00823;		DOMAIN 70..96; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	
A5U825	unreviewed	Berberine/berberine-like domain-containing protein	MRA_3392	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	264	IPR012951;	PF08031;		DOMAIN 150..182; /note="Berberine/berberine-like"; /evidence="ECO:0000259|Pfam:PF08031"	
A5U826	unreviewed	Oxidoreductase	MRA_3393	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	123	IPR016166;IPR036318;IPR016169;IPR050416;IPR006094;	PF01565;		DOMAIN 1..102; /note="FAD-binding PCMH-type"; /evidence="ECO:0000259|PROSITE:PS51387"	
A5U827	unreviewed	Oxidoreductase	MRA_3393A	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	86					
A5U828	unreviewed	DUF732 domain-containing protein	MRA_3394	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	129	IPR007969;	PF05305;		DOMAIN 36..107; /note="DUF732"; /evidence="ECO:0000259|Pfam:PF05305"	
A5U829	unreviewed	DUF3017 domain-containing protein	MRA_3395	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	97	IPR021385;	PF11222;			
A5U831	unreviewed	Antitoxin	MRA_3397	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	91	IPR006442;IPR051405;IPR036165;	PF02604;			
A5U832	unreviewed	Endoribonuclease YoeB (Putative mRNA interferase YoeB)	MRA_3398	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	85	IPR035093;IPR009614;	PF06769;			
A5U833	unreviewed	Oxidoreductase	MRA_3399	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	396	IPR013785;IPR051799;IPR001155;	PF00724;		DOMAIN 11..248; /note="NADH:flavin oxidoreductase/NADH oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF00724"	
A5U834	unreviewed	FHA domain-containing protein	MRA_3400	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	122	IPR000253;IPR008984;	PF00498;		DOMAIN 20..75; /note="FHA"; /evidence="ECO:0000259|PROSITE:PS50006"	
A5U835	unreviewed	Pentapeptide repeat-containing protein	MRA_3401	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	183	IPR001646;IPR051082;	PF00805;PF13576;			
A5U836	unreviewed	ATP/GTP-binding protein	MRA_3402	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	193	IPR052705;IPR004130;IPR027417;	PF03029;			
A5U837	unreviewed	DUF742 domain-containing protein	MRA_3403	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	122	IPR007995;	PF05331;			
A5U838	unreviewed	Roadblock/LAMTOR2 domain-containing protein	MRA_3404	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	130	IPR053141;IPR004942;	PF03259;		DOMAIN 11..101; /note="Roadblock/LAMTOR2"; /evidence="ECO:0000259|SMART:SM00960"	
A5U841	unreviewed	PE-PGRS family protein	MRA_3407	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	591	IPR000084;IPR048996;IPR038332;	PF00934;PF21526;		DOMAIN 4..94; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	REGION 247..291; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 399..443; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 475..591; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U842	unreviewed	Oxidoreductase	MRA_3408	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	214	IPR029479;IPR000415;	PF00881;		DOMAIN 13..189; /note="Nitroreductase"; /evidence="ECO:0000259|Pfam:PF00881"	
A5U843	unreviewed	Pyridoxamine 5'-phosphate oxidase N-terminal domain-containing protein	MRA_3409	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	144	IPR019966;IPR052019;IPR011576;IPR012349;	PF01243;		DOMAIN 13..140; /note="Pyridoxamine 5'-phosphate oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF01243"	
A5U847	unreviewed	Enoyl-CoA hydratase EchA18	echA18 MRA_3413	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	213	IPR029045;IPR018376;IPR001753;	PF00378;			
A5U848	unreviewed	Enoyl-CoA hydratase EchA18.1	echA18.1 MRA_3414	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	82	IPR029045;				
A5U849	unreviewed	Amidase AmiD	amiD MRA_3415	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	475	IPR000120;IPR020556;IPR023631;IPR036928;	PF01425;		DOMAIN 38..455; /note="Amidase"; /evidence="ECO:0000259|Pfam:PF01425"	
A5U850	unreviewed	Phosphatase	MRA_3416	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	217	IPR036412;IPR006439;IPR023214;IPR051540;	PF00702;			
A5U851	unreviewed	Cyclase	MRA_3417	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	501	IPR032696;IPR050148;IPR008930;	PF13243;		DOMAIN 338..421; /note="Squalene cyclase C-terminal"; /evidence="ECO:0000259|Pfam:PF13243"	
A5U857	unreviewed	Polyprenyl synthetase IdsB	idsB MRA_3423	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	350	IPR008949;IPR000092;IPR033749;	PF00348;			
A5U859	unreviewed	Antitoxin	MRA_3425	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	102	IPR006442;IPR051416;IPR036165;	PF02604;			
A5U860	unreviewed	Transposase	MRA_3426	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	234	IPR008490;	PF05598;		DOMAIN 52..115; /note="Transposase InsH N-terminal"; /evidence="ECO:0000259|Pfam:PF05598"	REGION 179..234; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U861	unreviewed	Transposase	MRA_3427	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	225	IPR002559;	PF01609;		DOMAIN 73..217; /note="Transposase IS4-like"; /evidence="ECO:0000259|Pfam:PF01609"	
A5U862	unreviewed	Uncharacterized protein	MRA_3428A	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	933	IPR029069;IPR002539;IPR054357;	PF01575;PF22622;		DOMAIN 17..143; /note="Peroxisomal multifunctional enzyme type 2-like N-terminal"; /evidence="ECO:0000259|Pfam:PF22622"; DOMAIN 161..271; /note="MaoC-like"; /evidence="ECO:0000259|Pfam:PF01575"	REGION 147..169; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 473..492; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 547..580; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 622..645; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 673..709; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 854..933; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U863	unreviewed	PE-PGRS family protein	MRA_3428	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	582	IPR000084;IPR048996;IPR038332;	PF00934;PF21526;		DOMAIN 4..92; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	REGION 118..137; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 531..553; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U864	unreviewed	Lipoprotein LpqD	lpqD MRA_3429	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	236	IPR013078;IPR029033;	PF00300;			
A5U865	unreviewed	Multi-functional enzyme with acyl-CoA-reductase activity AcrA1	acrA1 MRA_3430	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	650	IPR013120;IPR057326;IPR057313;IPR036291;IPR002347;	PF00106;PF07993;		DOMAIN 353..537; /note="Ketoreductase"; /evidence="ECO:0000259|SMART:SM00822"	REGION 610..636; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U867	unreviewed	Inosine-uridine preferring nucleoside hydrolase	iunH MRA_3432	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	308	IPR001910;IPR023186;IPR036452;	PF01156;		DOMAIN 4..295; /note="Inosine/uridine-preferring nucleoside hydrolase"; /evidence="ECO:0000259|Pfam:PF01156"	
A5U868	unreviewed	UmuC domain-containing protein	MRA_3433	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	527	IPR043502;IPR050356;IPR001126;	PF00817;		DOMAIN 31..155; /note="UmuC"; /evidence="ECO:0000259|PROSITE:PS50173"	
A5U869	unreviewed	Uncharacterized protein	MRA_3434	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	204					
A5U870	unreviewed	Membrane protein	MRA_3435	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	208					
A5U872	unreviewed	Phytoene synthase-related protein	phyA MRA_3437	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	302	IPR008949;IPR017828;IPR002060;IPR019845;IPR044843;IPR033904;	PF00494;			
A5U873	unreviewed	Multifunctional geranylgeranyl pyrophosphate synthetase IdsA1	idsA1 MRA_3438	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	359	IPR008949;IPR000092;IPR033749;	PF00348;			REGION 1..21; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U878	unreviewed	FAD-dependent urate hydroxylase HpyO/Asp monooxygenase CreE-like FAD/NAD(P)-binding domain-containing protein	MRA_3443	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	533	IPR036188;IPR038732;IPR052189;	PF13454;		DOMAIN 19..205; /note="FAD-dependent urate hydroxylase HpyO/Asp monooxygenase CreE-like FAD/NAD(P)-binding"; /evidence="ECO:0000259|Pfam:PF13454"	
A5U879	unreviewed	dTDP-4-amino-4,6-dideoxyglucose formyltransferase	MRA_3444	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	234	IPR002376;IPR036477;IPR040660;	PF00551;PF18216;		DOMAIN 56..150; /note="Formyl transferase N-terminal"; /evidence="ECO:0000259|Pfam:PF00551"; DOMAIN 177..226; /note="N-formyltransferase dimerization C-terminal"; /evidence="ECO:0000259|Pfam:PF18216"	
A5U880	unreviewed	Transcriptional regulatory protein	MRA_3445	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	188	IPR023772;IPR009057;IPR050109;IPR001647;	PF00440;		DOMAIN 17..77; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A5U882	unreviewed	Antitoxin	MRA_3447	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	99	IPR006442;IPR051416;IPR036165;	PF02604;			
A5U885	unreviewed	Inositol-5-monophosphate dehydrogenase	guaB3 MRA_3450	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	375	IPR013785;IPR005990;IPR005992;IPR001093;	PF00478;		DOMAIN 17..302; /note="IMP dehydrogenase/GMP reductase"; /evidence="ECO:0000259|Pfam:PF00478"	
A5U887	unreviewed	DUF5319 domain-containing protein	MRA_3452	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	136	IPR035165;	PF17252;			REGION 1..33; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U888	unreviewed	Hypothetical alanine and proline rich protein	MRA_3453	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	299	IPR031928;	PF16751;		DOMAIN 14..58; /note="Anti-sigma-D factor RsdA sigma factor binding region"; /evidence="ECO:0000259|Pfam:PF16751"	REGION 187..299; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U890	unreviewed	LuxR family transcriptional regulator	MRA_3455	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	275	IPR011990;				
A5U895	unreviewed	Ribosomal-protein-alanine acetyltransferase RimI	rimI MRA_3460	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	158	IPR006464;IPR016181;IPR050832;IPR000182;	PF00583;		DOMAIN 8..155; /note="N-acetyltransferase"; /evidence="ECO:0000259|PROSITE:PS51186"	
A5U896	unreviewed	Gcp-like domain-containing protein	MRA_3461	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	211	IPR043129;IPR000905;IPR022496;	PF00814;		DOMAIN 40..147; /note="Gcp-like"; /evidence="ECO:0000259|Pfam:PF00814"	
A5U899	unreviewed	Uncharacterized protein	MRA_3464	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	120					
A5U8A0	unreviewed	PPE family protein	MRA_3465	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	176	IPR000030;IPR038332;	PF00823;		DOMAIN 1..164; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	
A5U8A1	unreviewed	PPE family protein	MRA_3466	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	232	IPR000030;IPR038332;	PF00823;		DOMAIN 1..126; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	REGION 123..147; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 169..200; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8A2	unreviewed	ISMt2 transposase B	MRA_3467	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	251	IPR003593;IPR028350;IPR047661;IPR002611;IPR027417;	PF01695;		DOMAIN 100..234; /note="AAA+ ATPase"; /evidence="ECO:0000259|SMART:SM00382"	
A5U8A3	unreviewed	ISMt2 transposase A	MRA_3468	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	410	IPR001584;IPR054353;IPR012337;IPR036397;	PF22483;PF00665;		DOMAIN 40..220; /note="Integrase catalytic"; /evidence="ECO:0000259|PROSITE:PS50994"	REGION 390..410; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8A4	unreviewed	PPE family protein	MRA_3469	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	178	IPR000030;IPR038332;	PF00823;		DOMAIN 1..163; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	
A5U8A5	unreviewed	IS1141-like transposase	MRA_3470	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	387	IPR001584;IPR012337;IPR036397;IPR048020;IPR050900;	PF00665;		DOMAIN 134..299; /note="Integrase catalytic"; /evidence="ECO:0000259|PROSITE:PS50994"	REGION 41..63; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 322..353; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8A6	unreviewed	Transposase	MRA_3471	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	80					REGION 1..31; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8A7	unreviewed	Mutator family transposase	MRA_3472	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	281	IPR001207;	PF00872;			
A5U8B0	unreviewed	Conserved transmembrane protein	MRA_3475	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	237	IPR046862;	PF20401;			
A5U8B1	unreviewed	DUF4436 domain-containing protein	MRA_3476	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	284	IPR027948;	PF14494;			
A5U8B3	unreviewed	Conserved transmembrane protein	MRA_3478	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	158	IPR018929;	PF10708;		DOMAIN 129..156; /note="DUF2510"; /evidence="ECO:0000259|Pfam:PF10708"	REGION 1..23; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8B4	unreviewed	Alpha/beta hydrolase	MRA_3479	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	280	IPR029058;				
A5U8B5	unreviewed	Conserved hypothetical alanine and proline rich protein	MRA_3480	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	467					REGION 224..290; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 336..467; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8B6	unreviewed	Uncharacterized protein	MRA_3481	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	103					
A5U8C0	unreviewed	ESAT-6-like protein	esxT MRA_3485	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	100	IPR036689;IPR010310;	PF06013;			
A5U8C1	unreviewed	Esat-6 like protein EsxU	esxU MRA_3486	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	125	IPR036689;IPR010310;	PF06013;			
A5U8C2	unreviewed	Hypothetical alanine and valine rich protein	MRA_3487	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	404	IPR023840;				
A5U8C3	unreviewed	Conserved membrane protein	MRA_3488	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	1236	IPR003593;IPR023836;IPR023837;IPR050206;IPR002543;IPR027417;	PF01580;		DOMAIN 407..607; /note="FtsK"; /evidence="ECO:0000259|PROSITE:PS50901"; DOMAIN 747..936; /note="FtsK"; /evidence="ECO:0000259|PROSITE:PS50901"; DOMAIN 1018..1201; /note="FtsK"; /evidence="ECO:0000259|PROSITE:PS50901"	
A5U8C4	unreviewed	Conserved integral membrane protein	MRA_3489	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	467	IPR044049;IPR006707;IPR024962;	PF19053;PF08817;		DOMAIN 118..462; /note="EccD-like transmembrane"; /evidence="ECO:0000259|Pfam:PF19053"	
A5U8C8	unreviewed	Cutinase Cut4	cut4 MRA_3493	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	226	IPR029058;IPR000675;	PF01083;			
A5U8C9	unreviewed	Conserved transmembrane protein	MRA_3494	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	110					
A5U8D0	unreviewed	Transmembrane protein	MRA_3495	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	443	IPR030191;				
A5U8D9	unreviewed	Luciferase-like domain-containing protein	MRA_3504	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	285	IPR050766;IPR019922;IPR011251;IPR036661;	PF00296;		DOMAIN 28..123; /note="Luciferase-like"; /evidence="ECO:0000259|Pfam:PF00296"	
A5U8E3	unreviewed	dTDP-glucose-4,6-dehydratase-related protein	MRA_3508	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	364	IPR001509;IPR050177;IPR036291;	PF01370;		DOMAIN 39..207; /note="NAD-dependent epimerase/dehydratase"; /evidence="ECO:0000259|Pfam:PF01370"	
A5U8E4	unreviewed	4-hydroxy-2-oxovalerate aldolase MhpE	mhpE MRA_3509	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	336	IPR050073;IPR013785;IPR000891;	PF00682;		DOMAIN 10..258; /note="Pyruvate carboxyltransferase"; /evidence="ECO:0000259|PROSITE:PS50991"	
A5U8E6	unreviewed	Cupin type-1 domain-containing protein	MRA_3511	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	177	IPR006045;IPR013096;IPR052044;IPR014710;IPR011051;	PF07883;		DOMAIN 52..173; /note="Cupin type-1"; /evidence="ECO:0000259|SMART:SM00835"	
A5U8E7	unreviewed	SnoaL-like domain-containing protein	MRA_3512	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	168	IPR032710;IPR037401;	PF13577;		DOMAIN 12..126; /note="SnoaL-like"; /evidence="ECO:0000259|Pfam:PF13577"	
A5U8E8	unreviewed	Peroxidase BpoA	bpoA MRA_3513	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	261	IPR000073;IPR029058;IPR050228;IPR000639;	PF12697;		DOMAIN 1..248; /note="AB hydrolase-1"; /evidence="ECO:0000259|Pfam:PF12697"	
A5U8F1	unreviewed	Alpha-ketoglutarate permease	kgtP MRA_3516	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	449	IPR051084;IPR020846;IPR005828;IPR036259;IPR005829;	PF00083;		DOMAIN 22..432; /note="Major facilitator superfamily (MFS) profile"; /evidence="ECO:0000259|PROSITE:PS50850"	
A5U8F2	unreviewed	PE family protein	MRA_3517	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	98	IPR000084;IPR038332;	PF00934;		DOMAIN 4..93; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	
A5U8F3	unreviewed	PPE family protein	MRA_3518	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	393	IPR022171;IPR000030;IPR038332;	PF00823;PF12484;		DOMAIN 3..164; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"; DOMAIN 309..388; /note="PPE family C-terminal"; /evidence="ECO:0000259|Pfam:PF12484"	
A5U8F6	unreviewed	Integral membrane protein	MRA_3521	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	229	IPR021315;	PF11139;			
A5U8F7	unreviewed	Conserved membrane protein	MRA_3522	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	260	IPR018929;	PF10708;		DOMAIN 11..43; /note="DUF2510"; /evidence="ECO:0000259|Pfam:PF10708"	REGION 1..44; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 181..206; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8F8	unreviewed	LppP/LprE family lipoprotein	MRA_3523	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	220	IPR025971;	PF14041;			REGION 1..27; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 63..89; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 100..119; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8F9	unreviewed	Conserved protein CpsA	cpsA MRA_3524	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	512	IPR027381;IPR050922;IPR004474;	PF13399;PF03816;		DOMAIN 109..281; /note="Cell envelope-related transcriptional attenuator"; /evidence="ECO:0000259|Pfam:PF03816"; DOMAIN 379..464; /note="LytR/CpsA/Psr regulator C-terminal"; /evidence="ECO:0000259|Pfam:PF13399"	REGION 471..512; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8G0	unreviewed	Short-chain type dehydrogenase/reductase	MRA_3525	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	314	IPR057326;IPR036291;IPR020904;IPR002347;	PF13561;		DOMAIN 46..232; /note="Ketoreductase"; /evidence="ECO:0000259|SMART:SM00822"	
A5U8G1	unreviewed	DoxX family protein	MRA_3526	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	149	IPR032808;IPR051907;	PF07681;			
A5U8G2	unreviewed	Esterase LipF	lipF MRA_3527	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	277	IPR013094;IPR029058;IPR050300;IPR033140;	PF07859;		DOMAIN 16..222; /note="Alpha/beta hydrolase fold-3"; /evidence="ECO:0000259|Pfam:PF07859"	
A5U8G3	unreviewed	Transcription regulator PadR N-terminal domain-containing protein	MRA_3528	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	107	IPR052509;IPR005149;IPR036388;IPR036390;	PF03551;		DOMAIN 13..83; /note="Transcription regulator PadR N-terminal"; /evidence="ECO:0000259|Pfam:PF03551"	
A5U8G4	unreviewed	Uncharacterized protein	MRA_3529	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	54					REGION 1..20; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8G6	unreviewed	Secreted protein	MRA_3531	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	192					
A5U8G7	unreviewed	Conserved hypothetical Mce associated protein	MRA_3532	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	160					
A5U8G8	unreviewed	Conserved hypothetical Mce associated alanine and valine rich protein	MRA_3533	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	242					REGION 1..70; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8G9	unreviewed	MCE-family protein Mce4F	mce4F MRA_3534	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	564	IPR005693;IPR003399;IPR052336;	PF02470;		DOMAIN 39..114; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"	REGION 410..522; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8H0	unreviewed	MCE-family lipoprotein LprN	lprN MRA_3535	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	384	IPR005693;IPR003399;IPR052336;	PF02470;		DOMAIN 41..121; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"	
