gene_id,locus_tag,gene_name,cds_length,wt_logprob,mut_logprob,delta_ll
Rv2919c,Rv2919c,glnB,336,-0.5546875,-0.5859375,-0.03125
Rv2920c,Rv2920c,amt,1431,-0.5703125,-0.61328125,-0.04296875
Rv2921c,Rv2921c,ftsY,1266,-0.54296875,-0.58203125,-0.0390625
Rv2922c,Rv2922c,smc,3615,-0.53515625,-0.5859375,-0.05078125
Rv2922A,Rv2922A,acyP,279,-0.546875,-0.5703125,-0.0234375
Rv2923c,Rv2923c,NA,411,-0.56640625,-0.58984375,-0.0234375
Rv2924c,Rv2924c,fpg,867,-0.6328125,-0.66015625,-0.02734375
Rv2925c,Rv2925c,rnc,720,-0.6796875,-0.7109375,-0.03125
Rv2926c,Rv2926c,NA,621,-0.68359375,-0.6953125,-0.01171875
Rv2927c,Rv2927c,NA,735,-0.6796875,-0.71484375,-0.03515625
Rv2928,Rv2928,tesA,783,-0.703125,-0.6875,0.015625
Rv2929,Rv2929,NA,309,-0.71484375,-0.703125,0.01171875
Rv2930,Rv2930,fadD26,1749,-0.78515625,-0.765625,0.01953125
Rv2931,Rv2931,ppsA,5628,-0.77734375,-0.70703125,0.0703125
Rv2932,Rv2932,ppsB,4614,-0.75390625,-0.71484375,0.0390625
Rv2933,Rv2933,ppsC,6564,-0.75,-0.66796875,0.08203125
Rv2934,Rv2934,ppsD,5481,-0.80078125,-0.7109375,0.08984375
Rv2935,Rv2935,ppsE,4464,-0.859375,-0.74609375,0.11328125
Rv2936,Rv2936,drrA,993,-0.8828125,-0.86328125,0.01953125
Rv2937,Rv2937,drrB,867,-0.87890625,-0.83984375,0.0390625
Rv2938,Rv2938,drrC,828,-0.875,-0.83984375,0.03515625
Rv2939,Rv2939,papA5,1266,-0.8515625,-0.77734375,0.07421875
Rv2940c,Rv2940c,mas,6333,-0.83203125,-0.7578125,0.07421875
Rv2941,Rv2941,fadD28,1740,-0.86328125,-0.8359375,0.02734375
Rv2942,Rv2942,mmpL7,2760,-0.875,-0.71875,0.15625
Rv2943,Rv2943,NA,1239,-0.8671875,-0.8671875,0
Rv2943A,Rv2943A,NA,528,-0.859375,-0.87109375,-0.01171875
Rv2944,Rv2944,NA,714,-0.8515625,-0.859375,-0.0078125
Rv2945c,Rv2945c,lppX,699,-0.80859375,-0.76953125,0.0390625
Rv2946c,Rv2946c,pks1,4848,-0.8046875,-0.73046875,0.07421875
Rv2947c,Rv2947c,pks15,1488,-0.80078125,-0.796875,0.00390625
Rv2948c,Rv2948c,fadD22,2115,-0.87109375,-0.7734375,0.09765625
Rv2949c,Rv2949c,NA,597,-0.92578125,-0.875,0.05078125
Rv2950c,Rv2950c,fadD29,1857,-0.91015625,-0.8515625,0.05859375
Rv2951c,Rv2951c,NA,1143,-0.98046875,-0.9296875,0.05078125
Rv2952,Rv2952,NA,810,-0.96875,-0.94140625,0.02734375
Rv2953,Rv2953,NA,1254,-0.99609375,-0.94140625,0.0546875
Rv2954c,Rv2954c,NA,723,-1.015625,-0.9609375,0.0546875
Rv2955c,Rv2955c,NA,963,-0.98828125,-0.9140625,0.07421875
Rv2956,Rv2956,NA,729,-1,-0.95703125,0.04296875
Rv2957,Rv2957,NA,825,-0.99609375,-0.94140625,0.0546875
Rv2958c,Rv2958c,NA,1284,-0.94921875,-0.9140625,0.03515625
Rv2959c,Rv2959c,NA,735,-0.91796875,-0.87890625,0.0390625
Rv2960c,Rv2960c,NA,246,-0.8515625,-0.8359375,0.015625
Rv2961,Rv2961,NA,387,-0.86328125,-0.859375,0.00390625
Rv2962c,Rv2962c,NA,1347,-0.8515625,-0.828125,0.0234375
Rv2963,Rv2963,NA,1218,-0.80078125,-0.80078125,0
Rv2964,Rv2964,purU,930,-0.75,-0.75390625,-0.00390625
Rv2965c,Rv2965c,kdtB,483,-0.63671875,-0.66015625,-0.0234375
Rv2966c,Rv2966c,NA,564,-0.6328125,-0.6484375,-0.015625
Rv2967c,Rv2967c,pca,3381,-0.63671875,-0.68359375,-0.046875
Rv2968c,Rv2968c,NA,630,-0.6015625,-0.61328125,-0.01171875
Rv2969c,Rv2969c,NA,765,-0.59375,-0.61328125,-0.01953125
Rv2970c,Rv2970c,lipN,1128,-0.6171875,-0.62890625,-0.01171875
Rv2970A,Rv2970A,NA,168,-0.61328125,-0.61328125,0
Rv2971,Rv2971,NA,846,-0.609375,-0.6328125,-0.0234375
Rv2972c,Rv2972c,NA,711,-0.65234375,-0.67578125,-0.0234375
Rv2973c,Rv2973c,recG,2211,-0.65234375,-0.6796875,-0.02734375
Rv2974c,Rv2974c,NA,1410,-0.60546875,-0.60546875,0
Rv2975c,Rv2975c,NA,252,-0.6015625,-0.609375,-0.0078125
Rv2975a,Rv2975a,NA,192,-0.64453125,-0.66796875,-0.0234375
Rv2976c,Rv2976c,ung,681,-0.62890625,-0.6484375,-0.01953125
Rv2977c,Rv2977c,thiL,999,-0.59765625,-0.6015625,-0.00390625
Rv2978c,Rv2978c,NA,1377,-0.61328125,-0.640625,-0.02734375
Rv2979c,Rv2979c,NA,582,-0.61328125,-0.625,-0.01171875
Rv2980,Rv2980,NA,543,-0.6015625,-0.609375,-0.0078125
Rv2981c,Rv2981c,ddlA,1119,-0.55859375,-0.609375,-0.05078125
Rv2982c,Rv2982c,gpdA2,1002,-0.56640625,-0.6015625,-0.03515625
Rv2983,Rv2983,NA,642,-0.5703125,-0.59375,-0.0234375
Rv2984,Rv2984,ppk1,2226,-0.52734375,-0.59375,-0.06640625
Rv2985,Rv2985,mutT1,951,-0.54296875,-0.57421875,-0.03125
Rv2986c,Rv2986c,hupB,642,-0.59375,-0.62109375,-0.02734375
Rv2987c,Rv2987c,leuD,594,-0.58203125,-0.625,-0.04296875
Rv2988c,Rv2988c,leuC,1419,-0.5703125,-0.625,-0.0546875
Rv2989,Rv2989,NA,699,-0.5703125,-0.59765625,-0.02734375
Rv2990c,Rv2990c,NA,858,-0.578125,-0.55078125,0.02734375
Rv2991,Rv2991,NA,489,-0.5859375,-0.609375,-0.0234375
Rv2992c,Rv2992c,gltS,1470,-0.54296875,-0.59765625,-0.0546875
Rv2993c,Rv2993c,NA,717,-0.54296875,-0.5859375,-0.04296875
Rv2994,Rv2994,NA,1335,-0.5390625,-0.5703125,-0.03125
Rv2995c,Rv2995c,leuB,1008,-0.53515625,-0.58203125,-0.046875
Rv2996c,Rv2996c,serA1,1584,-0.59375,-0.63671875,-0.04296875
Rv2997,Rv2997,NA,1440,-0.65234375,-0.6640625,-0.01171875
Rv2998,Rv2998,NA,459,-0.63671875,-0.6328125,0.00390625
Rv2999,Rv2999,lppY,963,-0.61328125,-0.609375,0.00390625
Rv3000,Rv3000,NA,657,-0.63671875,-0.6171875,0.01953125
Rv3001c,Rv3001c,ilvC,999,-0.6796875,-0.7109375,-0.03125
Rv3002c,Rv3002c,ilvN,504,-0.69921875,-0.7265625,-0.02734375
Rv3003c,Rv3003c,ilvB1,1854,-0.6875,-0.7265625,-0.0390625
Rv3004,Rv3004,cfp6,336,-0.61328125,-0.6328125,-0.01953125
Rv3005c,Rv3005c,NA,837,-0.5703125,-0.5859375,-0.015625
Rv3006,Rv3006,lppZ,1119,-0.5703125,-0.61328125,-0.04296875
Rv3007c,Rv3007c,NA,612,-0.58203125,-0.58203125,0
Rv3008,Rv3008,NA,621,-0.59375,-0.5703125,0.0234375
Rv3009c,Rv3009c,gatB,1527,-0.57421875,-0.62109375,-0.046875
Rv3010c,Rv3010c,pfkA,1029,-0.51953125,-0.5703125,-0.05078125
Rv3011c,Rv3011c,gatA,1482,-0.5390625,-0.59765625,-0.05859375
Rv3012c,Rv3012c,gatC,297,-0.435546875,-0.470703125,-0.03515625
Rv3013,Rv3013,NA,654,-0.50390625,-0.5390625,-0.03515625
Rv3014c,Rv3014c,ligA,2073,-0.59375,-0.640625,-0.046875
Rv3015c,Rv3015c,NA,1011,-0.609375,-0.6171875,-0.0078125
Rv3016,Rv3016,lpqA,627,-0.67578125,-0.6640625,0.01171875
Rv3017c,Rv3017c,esxQ,360,-0.64453125,-0.6484375,-0.00390625
Rv3018c,Rv3018c,PPE46,1302,-0.640625,-0.68359375,-0.04296875
Rv3019c,Rv3019c,esxR,288,-0.7109375,-0.73828125,-0.02734375
Rv3020c,Rv3020c,esxS,291,-0.69140625,-0.71875,-0.02734375
Rv3022A,Rv3022A,PE29,312,-0.6171875,-0.63671875,-0.01953125
Rv3023c,Rv3023c,NA,1245,-0.640625,-0.66796875,-0.02734375
Rv3024c,Rv3024c,trmU,1101,-0.64453125,-0.66796875,-0.0234375
Rv3025c,Rv3025c,iscS,1179,-0.61328125,-0.64453125,-0.03125
Rv3026c,Rv3026c,NA,912,-0.5703125,-0.578125,-0.0078125
Rv3027c,Rv3027c,NA,843,-0.5390625,-0.58203125,-0.04296875
Rv3028c,Rv3028c,fixB,954,-0.51953125,-0.5703125,-0.05078125
Rv3029c,Rv3029c,fixA,798,-0.52734375,-0.58203125,-0.0546875
Rv3030,Rv3030,NA,822,-0.59765625,-0.63671875,-0.0390625
Rv3031,Rv3031,NA,1578,-0.58984375,-0.63671875,-0.046875
Rv3032,Rv3032,NA,1242,-0.60546875,-0.6484375,-0.04296875
Rv3032A,Rv3032A,NA,387,-0.64453125,-0.63671875,0.0078125
Rv3033,Rv3033,NA,546,-0.62109375,-0.625,-0.00390625
Rv3034c,Rv3034c,NA,900,-0.6015625,-0.625,-0.0234375
Rv3035,Rv3035,NA,1080,-0.65234375,-0.66796875,-0.015625
Rv3036c,Rv3036c,TB22.2,681,-0.64453125,-0.6640625,-0.01953125
Rv3037c,Rv3037c,NA,1074,-0.6171875,-0.63671875,-0.01953125
Rv3038c,Rv3038c,NA,981,-0.5703125,-0.61328125,-0.04296875
Rv3039c,Rv3039c,echA17,762,-0.515625,-0.546875,-0.03125
Rv3040c,Rv3040c,NA,864,-0.51953125,-0.55859375,-0.0390625
Rv3041c,Rv3041c,NA,861,-0.5546875,-0.58984375,-0.03515625
Rv3042c,Rv3042c,serB2,1227,-0.51171875,-0.55859375,-0.046875
Rv3043c,Rv3043c,ctaD,1719,-0.55859375,-0.62890625,-0.0703125
Rv3044,Rv3044,fecB,1077,-0.5546875,-0.5859375,-0.03125
Rv3045,Rv3045,adhC,1038,-0.57421875,-0.61328125,-0.0390625
Rv3046c,Rv3046c,NA,372,-0.5859375,-0.59375,-0.0078125
Rv3047c,Rv3047c,NA,282,-0.59765625,-0.5859375,0.01171875
Rv3048c,Rv3048c,nrdF2,972,-0.5625,-0.61328125,-0.05078125
Rv3049c,Rv3049c,NA,1572,-0.55078125,-0.59375,-0.04296875
Rv3050c,Rv3050c,NA,738,-0.5859375,-0.61328125,-0.02734375
Rv3051c,Rv3051c,nrdE,2079,-0.5703125,-0.6484375,-0.078125
Rv3052c,Rv3052c,nrdI,450,-0.56640625,-0.59765625,-0.03125
Rv3053c,Rv3053c,nrdH,237,-0.59375,-0.61328125,-0.01953125
Rv3054c,Rv3054c,NA,552,-0.60546875,-0.6171875,-0.01171875
Rv3055,Rv3055,NA,612,-0.5625,-0.5859375,-0.0234375
Rv3056,Rv3056,dinP,1038,-0.65625,-0.66015625,-0.00390625
Rv3057c,Rv3057c,NA,861,-0.7265625,-0.73828125,-0.01171875
Rv3058c,Rv3058c,NA,648,-0.76171875,-0.7578125,0.00390625
Rv3059,Rv3059,cyp136,1476,-0.703125,-0.7265625,-0.0234375
Rv3060c,Rv3060c,NA,1470,-0.69921875,-0.67578125,0.0234375
Rv3061c,Rv3061c,fadE22,2163,-0.68359375,-0.69921875,-0.015625
Rv3062,Rv3062,ligB,1521,-0.72265625,-0.71875,0.00390625
Rv3063,Rv3063,cstA,2274,-0.67578125,-0.671875,0.00390625
Rv3064c,Rv3064c,NA,423,-0.69140625,-0.6953125,-0.00390625
Rv3065,Rv3065,mmr,321,-0.703125,-0.71484375,-0.01171875
Rv3066,Rv3066,NA,606,-0.69921875,-0.6875,0.01171875
Rv3067,Rv3067,NA,408,-0.72265625,-0.7109375,0.01171875
Rv3068c,Rv3068c,pgmA,1641,-0.76171875,-0.7734375,-0.01171875
Rv3069,Rv3069,NA,396,-0.7578125,-0.76953125,-0.01171875
Rv3070,Rv3070,NA,378,-0.7265625,-0.7421875,-0.015625
Rv3071,Rv3071,NA,1107,-0.72265625,-0.71484375,0.0078125
Rv3072c,Rv3072c,NA,522,-0.67578125,-0.66796875,0.0078125
Rv3073c,Rv3073c,NA,354,-0.65234375,-0.65234375,0
Rv3074,Rv3074,NA,1272,-0.6875,-0.6953125,-0.0078125
Rv3075c,Rv3075c,NA,921,-0.72265625,-0.73046875,-0.0078125
Rv3076,Rv3076,NA,474,-0.75390625,-0.7421875,0.01171875
Rv3077,Rv3077,NA,1809,-0.7421875,-0.75,-0.0078125
Rv3078,Rv3078,hab,399,-0.71484375,-0.70703125,0.0078125
Rv3079c,Rv3079c,NA,825,-0.7421875,-0.73828125,0.00390625
Rv3080c,Rv3080c,pknK,3330,-0.77734375,-0.7109375,0.06640625
Rv3081,Rv3081,NA,1236,-0.8203125,-0.75390625,0.06640625
Rv3082c,Rv3082c,virS,1020,-0.7734375,-0.7421875,0.03125
Rv3083,Rv3083,NA,1485,-0.765625,-0.75,0.015625
Rv3084,Rv3084,lipR,924,-0.8046875,-0.76953125,0.03515625
Rv3085,Rv3085,NA,828,-0.78515625,-0.78515625,0
Rv3086,Rv3086,adhD,1104,-0.7890625,-0.80078125,-0.01171875
Rv3087,Rv3087,NA,1416,-0.80859375,-0.75,0.05859375
Rv3088,Rv3088,tgs4,1422,-0.8359375,-0.76171875,0.07421875
Rv3089,Rv3089,fadD13,1509,-0.859375,-0.80859375,0.05078125
Rv3090,Rv3090,NA,885,-0.8984375,-0.85546875,0.04296875
Rv3091,Rv3091,NA,1689,-0.8671875,-0.80078125,0.06640625
Rv3092c,Rv3092c,NA,918,-0.8203125,-0.8046875,0.015625
Rv3093c,Rv3093c,NA,1002,-0.83984375,-0.8046875,0.03515625
Rv3094c,Rv3094c,NA,1128,-0.828125,-0.80859375,0.01953125
Rv3095,Rv3095,NA,474,-0.83984375,-0.83984375,0
Rv3096,Rv3096,NA,1137,-0.796875,-0.78515625,0.01171875
Rv3097c,Rv3097c,lipY,1311,-0.72265625,-0.6796875,0.04296875
Rv3098c,Rv3098c,NA,450,-0.71484375,-0.69921875,0.015625
Rv3098A,Rv3098A,NA,318,-0.734375,-0.73828125,-0.00390625
Rv3099c,Rv3099c,NA,849,-0.671875,-0.6796875,-0.0078125
Rv3100c,Rv3100c,smpB,480,-0.65234375,-0.6796875,-0.02734375
Rv3101c,Rv3101c,ftsX,891,-0.640625,-0.66796875,-0.02734375
Rv3102c,Rv3102c,ftsE,687,-0.59375,-0.64453125,-0.05078125
Rv3103c,Rv3103c,NA,435,-0.56640625,-0.56640625,0
Rv3104c,Rv3104c,NA,924,-0.546875,-0.578125,-0.03125
Rv3105c,Rv3105c,prfB,1134,-0.609375,-0.6640625,-0.0546875
Rv3106,Rv3106,fprA,1368,-0.67578125,-0.68359375,-0.0078125
Rv3107c,Rv3107c,agpS,1581,-0.76171875,-0.75390625,0.0078125
Rv3108,Rv3108,NA,438,-0.81640625,-0.79296875,0.0234375
Rv3109,Rv3109,moaA1,1077,-0.81640625,-0.79296875,0.0234375
Rv3110,Rv3110,moaB1,393,-0.84765625,-0.828125,0.01953125
Rv3111,Rv3111,moaC1,510,-0.84765625,-0.8359375,0.01171875
Rv3112,Rv3112,moaD1,249,-0.87109375,-0.86328125,0.0078125
Rv3113,Rv3113,NA,666,-0.83203125,-0.796875,0.03515625
Rv3114,Rv3114,NA,528,-0.84765625,-0.81640625,0.03125
Rv3115,Rv3115,NA,1245,-0.86328125,-0.8671875,-0.00390625
Rv3116,Rv3116,moeB2,1167,-0.88671875,-0.85546875,0.03125
Rv3117,Rv3117,cysA3,831,-0.86328125,-0.8828125,-0.01953125
Rv3118,Rv3118,NA,300,-0.8515625,-0.86328125,-0.01171875
Rv3119,Rv3119,moaE1,441,-0.85546875,-0.8359375,0.01953125
Rv3120,Rv3120,NA,600,-0.85546875,-0.8203125,0.03515625
Rv3121,Rv3121,cyp141,1200,-0.92578125,-0.85546875,0.0703125
Rv3122,Rv3122,NA,468,-0.96875,-0.9609375,0.0078125
Rv3123,Rv3123,NA,492,-1,-0.96484375,0.03515625
Rv3124,Rv3124,moaR1,867,-1,-0.94140625,0.05859375
Rv3125c,Rv3125c,PPE49,1173,-1.046875,-0.95703125,0.08984375
Rv3126c,Rv3126c,NA,312,-1.0078125,-0.98046875,0.02734375
Rv3127,Rv3127,NA,1032,-0.93359375,-0.89453125,0.0390625
Rv3130c,Rv3130c,tgs1,1389,-0.84375,-0.80859375,0.03515625
Rv3131,Rv3131,NA,996,-0.859375,-0.84375,0.015625
Rv3132c,Rv3132c,devS,1734,-0.83984375,-0.8046875,0.03515625
Rv3133c,Rv3133c,devR,651,-0.83203125,-0.84375,-0.01171875
Rv3134c,Rv3134c,NA,804,-0.796875,-0.76953125,0.02734375
Rv3135,Rv3135,PPE50,396,-0.79296875,-0.78515625,0.0078125
Rv3136,Rv3136,PPE51,1140,-0.74609375,-0.71875,0.02734375
Rv3136A,Rv3136A,NA,330,-0.73828125,-0.7421875,-0.00390625
Rv3137,Rv3137,NA,780,-0.71484375,-0.72265625,-0.0078125
Rv3138,Rv3138,pflA,1086,-0.71484375,-0.71875,-0.00390625
Rv3139,Rv3139,fadE24,1404,-0.70703125,-0.734375,-0.02734375
Rv3140,Rv3140,fadE23,1203,-0.6953125,-0.72265625,-0.02734375
Rv3141,Rv3141,fadB4,969,-0.65234375,-0.671875,-0.01953125
Rv3142c,Rv3142c,NA,426,-0.62890625,-0.62109375,0.0078125
Rv3143,Rv3143,NA,399,-0.62109375,-0.63671875,-0.015625
Rv3144c,Rv3144c,PPE52,1227,-0.58984375,-0.56640625,0.0234375
Rv3145,Rv3145,nuoA,384,-0.62890625,-0.65234375,-0.0234375
Rv3146,Rv3146,nuoB,552,-0.60546875,-0.65625,-0.05078125
Rv3147,Rv3147,nuoC,708,-0.59375,-0.62890625,-0.03515625
Rv3148,Rv3148,nuoD,1320,-0.56640625,-0.625,-0.05859375
Rv3149,Rv3149,nuoE,756,-0.5078125,-0.55078125,-0.04296875
Rv3150,Rv3150,nuoF,1335,-0.498046875,-0.5625,-0.064453125
Rv3151,Rv3151,nuoG,2418,-0.478515625,-0.546875,-0.068359375
Rv3152,Rv3152,nuoH,1230,-0.5078125,-0.5546875,-0.046875
Rv3153,Rv3153,nuoI,633,-0.4921875,-0.53125,-0.0390625
Rv3154,Rv3154,nuoJ,786,-0.50390625,-0.54296875,-0.0390625
Rv3155,Rv3155,nuoK,297,-0.53125,-0.5625,-0.03125
Rv3156,Rv3156,nuoL,1899,-0.546875,-0.59765625,-0.05078125
Rv3157,Rv3157,nuoM,1659,-0.6015625,-0.65234375,-0.05078125
Rv3158,Rv3158,nuoN,1593,-0.68359375,-0.69140625,-0.0078125
Rv3159c,Rv3159c,PPE53,1770,-0.6953125,-0.65625,0.0390625
Rv3160c,Rv3160c,NA,639,-0.734375,-0.703125,0.03125
Rv3161c,Rv3161c,NA,1146,-0.76953125,-0.71875,0.05078125
Rv3162c,Rv3162c,NA,435,-0.80859375,-0.7890625,0.01953125
Rv3163c,Rv3163c,NA,1269,-0.7578125,-0.75390625,0.00390625
Rv3164c,Rv3164c,moxR3,960,-0.734375,-0.765625,-0.03125
Rv3165c,Rv3165c,NA,480,-0.6953125,-0.703125,-0.0078125
Rv3166c,Rv3166c,NA,957,-0.6796875,-0.66796875,0.01171875
Rv3167c,Rv3167c,NA,624,-0.63671875,-0.65625,-0.01953125
Rv3168,Rv3168,NA,1134,-0.66015625,-0.69140625,-0.03125
Rv3169,Rv3169,NA,1122,-0.6875,-0.70703125,-0.01953125
Rv3170,Rv3170,aofH,1344,-0.73828125,-0.7421875,-0.00390625
Rv3171c,Rv3171c,hpx,897,-0.7265625,-0.73046875,-0.00390625
Rv3172c,Rv3172c,NA,480,-0.78515625,-0.76171875,0.0234375
Rv3173c,Rv3173c,NA,600,-0.81640625,-0.80078125,0.015625
Rv3174,Rv3174,NA,705,-0.875,-0.8515625,0.0234375
Rv3175,Rv3175,NA,1485,-0.9375,-0.859375,0.078125
Rv3176c,Rv3176c,mesT,954,-0.96875,-0.89453125,0.07421875
Rv3177,Rv3177,NA,858,-0.96875,-0.92578125,0.04296875
Rv3178,Rv3178,NA,357,-0.9765625,-0.94140625,0.03515625
Rv3178a,Rv3178a,NA,291,-0.96875,-0.9453125,0.0234375
Rv3179,Rv3179,NA,1287,-0.90234375,-0.84375,0.05859375
Rv3180c,Rv3180c,NA,432,-0.7734375,-0.78125,-0.0078125
Rv3181c,Rv3181c,NA,450,-0.73828125,-0.73828125,0
Rv3182,Rv3182,NA,342,-0.78515625,-0.78515625,0
Rv3183,Rv3183,NA,327,-0.77734375,-0.77734375,0
Rv3188,Rv3188,NA,345,-0.77734375,-0.78125,-0.00390625
Rv3189,Rv3189,NA,618,-0.80078125,-0.76953125,0.03125
Rv3190c,Rv3190c,NA,1263,-0.84765625,-0.7734375,0.07421875
Rv3190A,Rv3190A,NA,207,-0.921875,-0.90625,0.015625
Rv3191c,Rv3191c,NA,1032,-0.88671875,-0.8515625,0.03515625
Rv3192,Rv3192,NA,459,-0.80078125,-0.7734375,0.02734375
Rv3193c,Rv3193c,NA,2976,-0.75390625,-0.78125,-0.02734375
Rv3194c,Rv3194c,NA,1020,-0.60546875,-0.6328125,-0.02734375
Rv3195,Rv3195,NA,1416,-0.59765625,-0.6328125,-0.03515625
Rv3196,Rv3196,NA,897,-0.609375,-0.62109375,-0.01171875
Rv3196A,Rv3196A,NA,198,-0.625,-0.625,0
Rv3197,Rv3197,NA,1341,-0.65234375,-0.6875,-0.03515625
Rv3197A,Rv3197A,whiB7,276,-0.63671875,-0.65234375,-0.015625
Rv3198c,Rv3198c,uvrD2,2100,-0.6328125,-0.67578125,-0.04296875
Rv3198A,Rv3198A,NA,252,-0.63671875,-0.64453125,-0.0078125
Rv3199c,Rv3199c,nudC,939,-0.6328125,-0.65234375,-0.01953125
Rv3200c,Rv3200c,NA,1065,-0.62109375,-0.6484375,-0.02734375
Rv3201c,Rv3201c,NA,3303,-0.63671875,-0.64453125,-0.0078125
Rv3202c,Rv3202c,NA,3165,-0.62109375,-0.6328125,-0.01171875
Rv3202a,Rv3202a,NA,207,-0.66796875,-0.66015625,0.0078125
Rv3203,Rv3203,lipV,672,-0.65625,-0.66015625,-0.00390625
Rv3204,Rv3204,NA,303,-0.65234375,-0.66796875,-0.015625
Rv3205c,Rv3205c,NA,876,-0.65625,-0.67578125,-0.01953125
Rv3206c,Rv3206c,moeB1,1176,-0.66015625,-0.69921875,-0.0390625
Rv3207c,Rv3207c,NA,855,-0.640625,-0.66796875,-0.02734375
Rv3208,Rv3208,NA,684,-0.6484375,-0.68359375,-0.03515625
Rv3208A,Rv3208A,TB9.4,270,-0.64453125,-0.671875,-0.02734375
Rv3209,Rv3209,NA,558,-0.65625,-0.65234375,0.00390625
Rv3210c,Rv3210c,NA,693,-0.63671875,-0.66796875,-0.03125
Rv3211,Rv3211,rhlE,1581,-0.6875,-0.703125,-0.015625
Rv3212,Rv3212,NA,1221,-0.6875,-0.6875,0
Rv3213c,Rv3213c,NA,798,-0.66015625,-0.69140625,-0.03125
Rv3214,Rv3214,gpm2,609,-0.6796875,-0.69140625,-0.01171875
Rv3215,Rv3215,entC,1116,-0.65234375,-0.65234375,0
Rv3217c,Rv3217c,NA,429,-0.6484375,-0.65625,-0.0078125
Rv3218,Rv3218,NA,963,-0.70703125,-0.72265625,-0.015625
Rv3219,Rv3219,whiB1,252,-0.7109375,-0.7421875,-0.03125
Rv3220c,Rv3220c,NA,1503,-0.69140625,-0.70703125,-0.015625
Rv3221c,Rv3221c,TB7.3,213,-0.6875,-0.703125,-0.015625
Rv3221A,Rv3221A,rshA,303,-0.7109375,-0.71875,-0.0078125
Rv3222c,Rv3222c,NA,549,-0.71484375,-0.6953125,0.01953125
Rv3223c,Rv3223c,sigH,648,-0.7265625,-0.75,-0.0234375
Rv3224,Rv3224,NA,846,-0.73046875,-0.74609375,-0.015625
Rv3225c,Rv3225c,NA,1422,-0.69921875,-0.66015625,0.0390625
Rv3226c,Rv3226c,NA,756,-0.66015625,-0.66796875,-0.0078125
Rv3227,Rv3227,aroA,1350,-0.640625,-0.671875,-0.03125
Rv3228,Rv3228,NA,990,-0.63671875,-0.65625,-0.01953125
Rv3229c,Rv3229c,desA3,1281,-0.59765625,-0.63671875,-0.0390625
Rv3230c,Rv3230c,NA,1140,-0.5859375,-0.62109375,-0.03515625
Rv3231c,Rv3231c,NA,507,-0.58984375,-0.609375,-0.01953125
Rv3232c,Rv3232c,ppk2,885,-0.59375,-0.6484375,-0.0546875
Rv3234c,Rv3234c,tgs3,813,-0.64453125,-0.6953125,-0.05078125
Rv3235,Rv3235,NA,639,-0.703125,-0.6875,0.015625
Rv3236c,Rv3236c,NA,1155,-0.7421875,-0.7421875,0
Rv3237c,Rv3237c,NA,480,-0.76171875,-0.77734375,-0.015625
Rv3238c,Rv3238c,NA,732,-0.77734375,-0.77734375,0
Rv3239c,Rv3239c,NA,3144,-0.68359375,-0.609375,0.07421875
Rv3240c,Rv3240c,secA1,2847,-0.7109375,-0.73828125,-0.02734375
Rv3241c,Rv3241c,NA,642,-0.609375,-0.63671875,-0.02734375
Rv3242c,Rv3242c,NA,639,-0.5859375,-0.609375,-0.0234375
Rv3243c,Rv3243c,NA,840,-0.5234375,-0.5,0.0234375
Rv3244c,Rv3244c,lpqB,1749,-0.53125,-0.58203125,-0.05078125
Rv3245c,Rv3245c,mtrB,1701,-0.5703125,-0.6328125,-0.0625
Rv3246c,Rv3246c,mtrA,684,-0.50390625,-0.5859375,-0.08203125
Rv3247c,Rv3247c,tmk,642,-0.458984375,-0.484375,-0.025390625
Rv3248c,Rv3248c,sahH,1485,-0.474609375,-0.55078125,-0.076171875
Rv3249c,Rv3249c,NA,633,-0.515625,-0.546875,-0.03125
Rv3250c,Rv3250c,rubB,180,-0.5,-0.5234375,-0.0234375
Rv3251c,Rv3251c,rubA,165,-0.51171875,-0.52734375,-0.015625
Rv3252c,Rv3252c,alkB,1248,-0.5078125,-0.5703125,-0.0625
Rv3253c,Rv3253c,NA,1485,-0.52734375,-0.57421875,-0.046875
Rv3254,Rv3254,NA,1386,-0.5703125,-0.6015625,-0.03125
Rv3255c,Rv3255c,manA,1224,-0.5625,-0.59765625,-0.03515625
Rv3256c,Rv3256c,NA,1038,-0.5625,-0.5859375,-0.0234375
Rv3257c,Rv3257c,pmmA,1395,-0.55078125,-0.609375,-0.05859375
Rv3258c,Rv3258c,NA,489,-0.5859375,-0.60546875,-0.01953125
Rv3259,Rv3259,NA,417,-0.60546875,-0.6328125,-0.02734375
Rv3260c,Rv3260c,whiB2,267,-0.609375,-0.640625,-0.03125
Rv3261,Rv3261,fbiA,993,-0.640625,-0.66796875,-0.02734375
Rv3262,Rv3262,fbiB,1344,-0.6171875,-0.6484375,-0.03125
Rv3263,Rv3263,NA,1659,-0.62890625,-0.62890625,0
Rv3264c,Rv3264c,manB,1077,-0.58203125,-0.6171875,-0.03515625
Rv3265c,Rv3265c,wbbL1,903,-0.62109375,-0.65234375,-0.03125
Rv3266c,Rv3266c,rmlD,912,-0.5859375,-0.6171875,-0.03125
Rv3267,Rv3267,NA,1494,-0.59765625,-0.63671875,-0.0390625
Rv3268,Rv3268,NA,687,-0.55859375,-0.578125,-0.01953125
Rv3269,Rv3269,NA,279,-0.5703125,-0.5859375,-0.015625
Rv3270,Rv3270,ctpC,2154,-0.61328125,-0.65234375,-0.0390625
